Barcode,area_mean,major_axis_length_mean,minor_axis_length_mean,perimeter_mean,circularity_mean,eccentricity_mean,solidity_mean,int_gray_mean_mean,int_gray_sd_mean,int_s_mean_mean,int_s_sd_mean,int_a_mean_mean,int_a_sd_mean,int_b_mean_mean,int_b_sd_mean,area_sd,major_axis_length_sd,minor_axis_length_sd,perimeter_sd,circularity_sd,eccentricity_sd,solidity_sd,int_gray_mean_sd,int_gray_sd_sd,int_s_mean_sd,int_s_sd_sd,int_a_mean_sd,int_a_sd_sd,int_b_mean_sd,int_b_sd_sd
TCGA-A6-A566-01Z-00-DX1,834.2372310570627,40.2189278679306,25.905471895104814,110.9644413373575,0.8129173025648746,0.7189261759106823,0.945883501676292,97.35094637826688,24.50175263984791,104.35914309781526,22.08935844657074,152.79007466555603,3.7836634698625495,105.74597968818004,5.60391465529356,395.3313240331363,10.669925761626024,6.9293020077467125,27.046614970711293,0.0960357188732175,0.1515825760527019,0.0425724727864048,17.90921837063101,6.526035377138798,16.41242520530655,4.940918070729396,2.0362413122366663,0.6754991778925244,1.8853578407745064,1.0915030885238566
TCGA-A6-A567-01Z-00-DX1,754.1693281938326,38.36315578185554,24.462022739641533,105.53139030130345,0.8103271499603366,0.7237167018722398,0.943332556468833,73.7208272969628,17.661165905641997,128.07185264277905,18.41173306150685,155.26505673724273,3.3138500528635766,104.83566528536336,4.228225783900752,388.474705441167,10.911881484403487,6.55414134905814,27.41956663115692,0.0953214470455208,0.148700765946541,0.0448514300210172,13.543646871935938,3.910677828102179,13.403227237927464,3.600456018056658,1.5925973443403227,0.4025252920764274,1.6892850464647389,0.7074309990714753
TCGA-A6-A56B-01Z-00-DX1,1212.8036352800952,49.43518136417765,31.029654191237533,137.01742861774127,0.7814740358388971,0.7324867359442824,0.9398044020182432,76.1253346147434,16.59375219088693,125.56513981834176,19.47914920387268,153.9021097417194,3.00601635442094,101.6947703831598,4.113998929044679,561.1302490174091,13.053135916616638,7.552711350695309,31.99575844726633,0.1005440045919083,0.1450391395155594,0.0489262388988871,11.227221687407647,3.936780928301213,12.202182937090376,3.4800713029185206,0.7599906346684027,0.3361665461887698,1.1551353254667087,0.7074431118761499
TCGA-AD-5900-01Z-00-DX1,685.0086342229199,36.89905599833431,23.05609874705176,100.70319776018589,0.8123371183299695,0.7329603943785592,0.9460448164016484,101.80173719140332,16.384695330175095,108.30331503893524,13.998759618526693,158.7494187205078,2.904631311967953,106.14860965567075,3.875309826512349,343.1027578025144,10.69533061658672,6.201224095757276,26.91899539334209,0.1050915568759832,0.1479523683599114,0.0439874407198424,10.005635875800827,4.568852525196201,9.01955922808171,3.730389791893993,1.4809025402594689,0.7673086281609758,1.640763926217299,1.2199057547326675
TCGA-AD-6548-01Z-00-DX1,621.5929203539823,35.18932173605936,21.982135881322435,96.25461472748118,0.8034038049102133,0.7369495985345476,0.9387618533315212,122.0071113422223,25.14399106316514,90.90305659573852,20.67460128965629,154.40539566569856,4.759043304439835,107.4371288299608,6.421554562077743,315.19650487221173,10.067985395600962,6.18640519937046,26.000413897856998,0.1061438369468388,0.1448698188562261,0.0483159901401418,16.831253163653365,6.044961211751646,15.050235557851789,4.789112725525506,2.6003524767824837,1.4037485402780414,2.65211304593335,1.7322674944187428
TCGA-AD-6888-01Z-00-DX1,899.7651212049894,42.90975126891008,25.77246183270585,116.33584833332152,0.7854896711352704,0.7512305445219584,0.943446460032092,116.71297020099398,21.159897125768637,102.33222852060868,16.962777873172637,159.49973535566292,3.885941061297614,109.31014402400264,4.905628011795407,518.2114044447056,13.402798909990764,8.064163053744974,33.89411499184283,0.1103609104926738,0.1501428576089053,0.0459387761273916,14.50256472266162,5.841443639279296,14.110190930807752,4.698008292630224,2.983080701791592,1.1496992563065074,2.13235570645228,1.3716902074610398
TCGA-AD-6889-01Z-00-DX1,652.0145797598627,37.05230681214703,22.0601917766142,99.22791843799942,0.8021978345982881,0.756376941935211,0.9443780497891332,114.65343426535324,23.39571976142245,107.3644141759546,17.08155909203005,160.92952366791434,4.139304836959439,109.96814063223678,5.693832499845203,302.3324958057614,10.52658120866832,5.336713967847643,24.708667204255782,0.1006910436551345,0.1416722073730968,0.0434178170626083,10.496420921191062,5.364678213774698,9.520219257902973,4.052227900783283,2.0359725212522246,1.00142449166243,1.9084101391488493,1.5487855172487812
TCGA-AD-6890-01Z-00-DX1,720.0408597573952,38.99577870957859,23.21675354249271,105.03537108832488,0.7880465688901171,0.7591584872907747,0.9410615538200212,110.47185292347108,21.67217754075851,105.48536160736715,18.66301098767178,158.9895657371257,4.350439935177852,106.96116709015222,5.57224353556461,341.6250431472323,10.685093125002336,6.114333178436967,25.97710028837434,0.1051602793154347,0.1420752318533848,0.0461293703264857,12.67038351112502,5.194290260487001,11.30642619606104,4.462705886129229,1.9150437869503707,1.1331928542402865,1.923682899615261,1.501019827606215
TCGA-AD-6895-01Z-00-DX1,599.9356381822136,33.80444782254392,22.246549995893005,93.60868196102412,0.8274663164046271,0.7121895491595991,0.9448828751986554,103.16242793549095,21.1933399329641,115.0567061275625,17.078767836987222,161.28366776914245,3.824877115917691,108.14146038813422,4.753629563658124,270.1236747943554,8.217623942874978,5.726339721794662,21.769047299591787,0.1017654220912483,0.1466641349836293,0.0448590264462553,11.596635202578558,5.419030185349151,10.749718154437495,4.3996021059333685,1.994348546662999,0.855219546928805,1.8889213422031117,1.239785291338315
TCGA-AD-6899-01Z-00-DX1,503.15987558320376,31.43481638777691,19.79349711718559,85.1560294210668,0.830319907595937,0.7339496385665432,0.9458977371647536,94.22650131369691,20.95350253886417,123.0775201963934,17.28600794408554,161.18955055889634,4.17123882367035,107.72823899060757,5.466633896845956,262.41739707168153,8.989946697825847,5.449009100889257,22.74321861917535,0.0967796109718467,0.1425760052358295,0.0402379786091947,14.79592147968826,5.701258055159738,13.838120037003616,4.435249302655951,1.9193412908156893,1.014184954429966,1.988724141802016,1.510064302144526
